Run,LibraryLayout,condition,name,Input
1_07H3_00ZRUCSD_TE-1_BRD4_mm_i77,SINGLE,BRD4_TE-CD8,BRD4-TE_1,Input_BRD4
1_0939_0182UCSD_Naive-N1_BRD4_mm_i57,SINGLE,BRD4_NAV-CD8,BRD4-NAV_1,Input_BRD4
2_07H4_00ZRUCSD_TE-2_BRD4_mm_i81,SINGLE,BRD4_TE-CD8,BRD4-TE_2,Input_BRD4
2_093A_0182UCSD_Naive-N2_BRD4_mm_i59,SINGLE,BRD4_NAV-CD8,BRD4-NAV_2,Input_BRD4
3_07HT_00ZRUCSD_Pooled_Input_mm_i82,SINGLE,Input_BRD4-CD8,Input_BRD4_1,
3_0949_0182UCSD_MP1_BRD4_mm_i60,SINGLE,BRD4_MP-CD8,BRD4-MP_1,Input_BRD4
