Run,LibraryLayout,condition,name,Input
SRR10285313,SINGLE,H3K79me2_naive-CD8,H3K79me2-naive_1,
SRR10285314,SINGLE,H3K79me2_naive-CD8,H3K79me2-naive_2,
SRR10285315,SINGLE,H3K79me2_mem-CD8,H3K79me2-mem_1,
SRR10285316,SINGLE,H3K79me2_mem-CD8,H3K79me2-mem_2,
SRR10285317,SINGLE,H3K4me3_mem-CD8,H3K4me3-mem_1,
